======================================================================
  BMEN-499 AlphaFold -- Performance Drop Analysis: LLM Judge 1
  Model   : BiomedBERT + Calibrated Symbolic Rules (LLM Judge 1)
  Metric  : Multi-metric Performance Drop Analysis
  Dataset : 13,396 DisProt proteins
  Questions evaluated: 100
======================================================================

WHAT IS PERFORMANCE DROP ANALYSIS?
----------------------------------------------------------------------
  Performance drop analysis identifies WHERE and WHY the model
  degrades compared to the best-performing questions.

  Combined performance score uses four metrics:
    NAUR F1      (weight=35%) -- chunked text overlap
    Agreement    (weight=35%) -- factual concept alignment
    Cosine sim   (weight=30%) -- semantic vector similarity
    Error penalty (-0.05 each error, capped at -0.50)

  Drop = best_score - current_score
  Drop labels:
    NO DROP          : drop = 0.0  (this is the best question)
    MINOR DROP       : drop < 0.10
    MODERATE DROP    : drop < 0.25
    SIGNIFICANT DROP : drop < 0.50
    SEVERE DROP      : drop >= 0.50

OVERALL PERFORMANCE SUMMARY
----------------------------------------------------------------------
  Best performance score  : 1.0000  (Q10 -- General)
  Worst performance score : 0.0000  (Q29 -- General)
  Mean performance score  : 0.8717
  Std deviation           : 0.2242  (inconsistent)
  Mean drop from best     : 0.1283

  Mean NAUR F1            : 0.8444
  Mean cosine similarity  : 0.9076
  Mean agreement score    : 0.9133
  Mean error count        : 0.32

  Drop severity breakdown:
    NO DROP          :  71 questions
    MINOR DROP       :   0 questions
    MODERATE DROP    :   1 questions
    SIGNIFICANT DROP :  25 questions
    SEVERE DROP      :   3 questions

  PERFORMANCE RANKING (best to worst):
    Rank  Q#    Score    Drop     Topic                     Label
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q66] Are improvements stable across random seeds?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q67] Does the system perform better on curated subsets of DisProt?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q68] How does performance change when excluding uncertain regions?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q69] Does neurosymbolic reasoning improve classification of rare IDRs?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q70] Are prediction gains dependent on dataset size?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q71] Does the system improve classification under imbalanced data?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q72] How does it perform on noisy annotations?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q73] Does symbolic reasoning reduce prediction drift?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q74] How does performance compare before and after normalization?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q75] Does neurosymbolic reasoning improve stability across runs?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q76] Are improvements larger for specific protein lengths?
  Topic            : General
  Performance score: 0.0000
  Drop from best   : 1.0000  --  SEVERE DROP

  Metric breakdown:
    NAUR F1      : 0.0488  (drop=0.9512)
    Cosine sim   : 0.1054  (drop=0.8946)
    Agreement    : 0.2500  (drop=0.7500)
    Errors       : 3  (above best=3)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    Disordered regions shorter than 10 amino acids are difficult to p
    redict reliably. Of 0 annotated disordered regions in DisProt 0.0
    % are shorter than 10 residues with mean region length 0.0 aa. Sh
    ort IDRs are underrepresented and prediction tools lack sufficien
    t sequence context for short stretches.
----------------------------------------------------------------------

[Q77] Does the system better align predictions with biological function?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q78] How does it handle missing sequence information?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q79] Does retrieval diversity impact performance?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q80] Are prediction improvements explainable through symbolic rules?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q81] Does neurosymbolic reasoning improve threshold selection?
  Topic            : Disorder Threshold
  Performance score: 0.3163
  Drop from best   : 0.6837  --  SEVERE DROP

  Metric breakdown:
    NAUR F1      : 0.1341  (drop=0.8659)
    Cosine sim   : 0.3354  (drop=0.6646)
    Agreement    : 0.6250  (drop=0.3750)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q82] How does the system perform on synthetic datasets?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q83] Does calibration improve ranking of disorder scores?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q84] Are prediction errors reduced uniformly?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q85] Does neurosymbolic reasoning improve classification confidence intervals?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q86] How does performance change with different retrieval strategies?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q87] Does the system improve detection of transient disorder?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q88] Are gains consistent across evaluation metrics?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q89] Does neurosymbolic reasoning reduce model uncertainty?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q90] How does it perform under adversarial perturbations?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q91] Does the system improve robustness to sequence mutations?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q92] Are prediction improvements correlated with structural flexibility?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q93] Does neurosymbolic reasoning improve functional annotation alignment?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q94] How does performance compare across different datasets?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q95] Does the system improve classification of partially disordered regions?
  Topic            : General
  Performance score: 0.5382
  Drop from best   : 0.4618  --  SIGNIFICANT DROP

  Metric breakdown:
    NAUR F1      : 0.4190  (drop=0.5810)
    Cosine sim   : 0.6816  (drop=0.3184)
    Agreement    : 0.6774  (drop=0.3226)
    Errors       : 1  (above best=1)

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM1 PREDICTION:
    Based on 13,396 DisProt proteins a disorder score above 0.5 is a 
    commonly used cutoff but it is conservative. Only 29.1% of protei
    ns exceed 0.5 while 44.2% exceed 0.3. Many true IDRs fall in the 
    0.3 to 0.5 range and would be missed by a strict 0.5 threshold. T
    he cutoff is a useful starting point but not fully reliable.
----------------------------------------------------------------------

[Q96] Are gains consistent across evaluation folds?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q97] Does neurosymbolic reasoning improve model calibration slope?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q98] How does the system perform on edge-case proteins?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q99] Does neurosymbolic reasoning reduce prediction bias?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q100] Are overall improvements sufficient to justify added system complexity?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP

  Metric breakdown:
    NAUR F1      : 1.0000  (drop=0.0000)
    Cosine sim   : 1.0000  (drop=0.0000)
    Agreement    : 1.0000  (drop=0.0000)
    Errors       : 0  (above best=0)

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM1 PREDICTION:
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

======================================================================
  END OF PERFORMANCE DROP ANALYSIS -- LLM Judge 1
  Best score: 1.0000 (Q10) | Mean: 0.8717 | Std: 0.2242
  No drop: 71 | Minor: 0 | Moderate: 1 | Significant: 25 | Severe: 3
  Project: BMEN-499 Independent Research -- Michelle Ihetu, USC
======================================================================
