======================================================================
  BMEN-499 AlphaFold -- Performance Drop: LLM Judge 2 vs Ground Truth
  Model   : Vanilla RAG -- BiomedBERT Retriever (LLM Judge 2)
  Metric  : Multi-metric Performance Drop Analysis
  Dataset : 13,396 DisProt proteins
  Questions evaluated: 100
======================================================================

WHAT IS LLM JUDGE 2 (VANILLA RAG)?
----------------------------------------------------------------------
  BiomedBERT retrieves top-k DisProt passages and concatenates
  them as the answer. No symbolic rules, no calibration.
  Performance drops reveal where pure retrieval struggles most.

PERFORMANCE SCORE FORMULA
----------------------------------------------------------------------
  Score = 0.35*NAUR_F1 + 0.30*Cosine + 0.35*Agreement - penalty
  Penalty = 0.05 per error (capped at 0.50)
  Drop = best_score - current_score
  Labels: NO DROP | MINOR (<0.10) | MODERATE (<0.25) |
          SIGNIFICANT (<0.50) | SEVERE (>=0.50)

OVERALL PERFORMANCE SUMMARY
----------------------------------------------------------------------
  Best score    : 1.0000  (Q10 -- General)
  Worst score   : 0.2878  (Q2 -- Short IDR Detection)
  Mean score    : 0.8407
  Std deviation : 0.2722  (inconsistent)
  Mean drop     : 0.1593
  Mean NAUR F1  : 0.8272
  Mean cosine   : 0.8790
  Mean agreement: 0.8828
  Mean errors   : 0.43

  Drop severity:
    NO DROP          :  74 questions
    MINOR DROP       :   0 questions
    MODERATE DROP    :   0 questions
    SIGNIFICANT DROP :   4 questions
    SEVERE DROP      :  22 questions

  PERFORMANCE RANKING (best to worst):
    Rank  Q#    Score    Drop     Topic                     Label
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q81] Does neurosymbolic reasoning improve threshold selection?
  Topic            : Disorder Threshold
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q82] How does the system perform on synthetic datasets?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q83] Does calibration improve ranking of disorder scores?
  Topic            : General
  Performance score: 0.3799
  Drop from best   : 0.6201  --  SEVERE DROP
  Metrics: NAUR=0.2878 | Cosine=0.4952 | Agreement=0.5161 | Errors=1

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM2 PREDICTION (Vanilla RAG):
    The 0.5 disorder score threshold classifies protein regions as in
    trinsically disordered. Of 13,396 DisProt proteins 29.1% exceed t
    his threshold with mean disorder score 0.378. However 44.2% excee
    d 0.3 meaning many true IDRs fall below 0.5 and are missed. Disor
    der scores between 0.3 and 0.5 define an ambiguous gray zone wher
    e proteins cannot be confidently classified without secondary val
    idation.
----------------------------------------------------------------------

[Q84] Are prediction errors reduced uniformly?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q85] Does neurosymbolic reasoning improve classification confidence intervals?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q86] How does performance change with different retrieval strategies?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q87] Does the system improve detection of transient disorder?
  Topic            : General
  Performance score: 0.3799
  Drop from best   : 0.6201  --  SEVERE DROP
  Metrics: NAUR=0.2878 | Cosine=0.4952 | Agreement=0.5161 | Errors=1

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM2 PREDICTION (Vanilla RAG):
    The 0.5 disorder score threshold classifies protein regions as in
    trinsically disordered. Of 13,396 DisProt proteins 29.1% exceed t
    his threshold with mean disorder score 0.378. However 44.2% excee
    d 0.3 meaning many true IDRs fall below 0.5 and are missed. Disor
    der scores between 0.3 and 0.5 define an ambiguous gray zone wher
    e proteins cannot be confidently classified without secondary val
    idation.
----------------------------------------------------------------------

[Q88] Are gains consistent across evaluation metrics?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q89] Does neurosymbolic reasoning reduce model uncertainty?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q90] How does it perform under adversarial perturbations?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q91] Does the system improve robustness to sequence mutations?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q92] Are prediction improvements correlated with structural flexibility?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q93] Does neurosymbolic reasoning improve functional annotation alignment?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q94] How does performance compare across different datasets?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q95] Does the system improve classification of partially disordered regions?
  Topic            : General
  Performance score: 0.3799
  Drop from best   : 0.6201  --  SEVERE DROP
  Metrics: NAUR=0.2878 | Cosine=0.4952 | Agreement=0.5161 | Errors=1

  GROUND TRUTH:
    Based on 13,396 DisProt proteins 29.1% have disorder content abov
    e 0.5 with a mean of 0.378. A 0.5 cutoff is commonly used but con
    servative. 44.2% exceed 0.3 indicating many IDRs fall in the mid-
    range gray zone that a strict 0.5 threshold would miss entirely.

  LLM2 PREDICTION (Vanilla RAG):
    The 0.5 disorder score threshold classifies protein regions as in
    trinsically disordered. Of 13,396 DisProt proteins 29.1% exceed t
    his threshold with mean disorder score 0.378. However 44.2% excee
    d 0.3 meaning many true IDRs fall below 0.5 and are missed. Disor
    der scores between 0.3 and 0.5 define an ambiguous gray zone wher
    e proteins cannot be confidently classified without secondary val
    idation.
----------------------------------------------------------------------

[Q96] Are gains consistent across evaluation folds?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q97] Does neurosymbolic reasoning improve model calibration slope?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q98] How does the system perform on edge-case proteins?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q99] Does neurosymbolic reasoning reduce prediction bias?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

[Q100] Are overall improvements sufficient to justify added system complexity?
  Topic            : General
  Performance score: 1.0000
  Drop from best   : 0.0000  --  NO DROP
  Metrics: NAUR=1.0000 | Cosine=1.0000 | Agreement=1.0000 | Errors=0

  GROUND TRUTH:
    DisProt summary 13,396 proteins mean disorder 0.378.

  LLM2 PREDICTION (Vanilla RAG):
    DisProt summary 13,396 proteins mean disorder 0.378.
----------------------------------------------------------------------

======================================================================
  END OF PERFORMANCE DROP -- LLM Judge 2 (Vanilla RAG)
  Best: 1.0000 | Mean: 0.8407 | Std: 0.2722
  No drop: 74 | Minor: 0 | Moderate: 0 | Significant: 4 | Severe: 22
  Project: BMEN-499 Independent Research -- Michelle Ihetu, USC
======================================================================
